source URL,parsed title,parsed company,classification,accepted or rejected,reason,reviewer
https://www.stairwaytohell.com/electron/0.html,10 OF THE BEST VOL 1,Database,probable game catalogue entry,accepted,Retained after navigation-heading cleanup as a title/company catalogue pair; not treated as a verified developer credit.,Codex repository recovery audit
https://www.stairwaytohell.com/electron/0.html,10 OF THE BEST VOL 2,Database,probable game catalogue entry,accepted,Retained after navigation-heading cleanup as a title/company catalogue pair; not treated as a verified developer credit.,Codex repository recovery audit
https://www.stairwaytohell.com/electron/0.html,10 OF THE BEST VOL 3,Database,probable game catalogue entry,accepted,Retained after navigation-heading cleanup as a title/company catalogue pair; not treated as a verified developer credit.,Codex repository recovery audit
https://www.stairwaytohell.com/electron/0.html,3D BOMB ALLEY,Software Invasion,probable game catalogue entry,accepted,Retained after navigation-heading cleanup as a title/company catalogue pair; not treated as a verified developer credit.,Codex repository recovery audit
https://www.stairwaytohell.com/electron/a.html,A QUESTION OF SPORT,Superior / Elite,probable game catalogue entry,accepted,Retained after navigation-heading cleanup as a title/company catalogue pair; not treated as a verified developer credit.,Codex repository recovery audit
https://www.stairwaytohell.com/electron/a.html,ABYSS,Cases,probable game catalogue entry,accepted,Retained after navigation-heading cleanup as a title/company catalogue pair; not treated as a verified developer credit.,Codex repository recovery audit
https://www.stairwaytohell.com/electron/a.html,AIRLINE,Cases,probable game catalogue entry,accepted,Retained after navigation-heading cleanup as a title/company catalogue pair; not treated as a verified developer credit.,Codex repository recovery audit
https://www.stairwaytohell.com/electron/a.html,ALIEN BREAK IN,Romik,probable game catalogue entry,accepted,Retained after navigation-heading cleanup as a title/company catalogue pair; not treated as a verified developer credit.,Codex repository recovery audit
https://www.stairwaytohell.com/electron/b.html,BALLISTIX,Superior,probable game catalogue entry,accepted,Retained after navigation-heading cleanup as a title/company catalogue pair; not treated as a verified developer credit.,Codex repository recovery audit
https://www.stairwaytohell.com/electron/b.html,BALLOON BUSTER,Blue Ribbon,probable game catalogue entry,accepted,Retained after navigation-heading cleanup as a title/company catalogue pair; not treated as a verified developer credit.,Codex repository recovery audit
https://www.stairwaytohell.com/electron/b.html,BANDITS AT 3 O'CLOCK,Micropower,probable game catalogue entry,accepted,Retained after navigation-heading cleanup as a title/company catalogue pair; not treated as a verified developer credit.,Codex repository recovery audit
https://www.stairwaytohell.com/electron/b.html,BAR BILLIARDS,Blue Ribbon,probable game catalogue entry,accepted,Retained after navigation-heading cleanup as a title/company catalogue pair; not treated as a verified developer credit.,Codex repository recovery audit
https://www.stairwaytohell.com/electron/c.html,CAMELOT,Superior,probable game catalogue entry,accepted,Retained after navigation-heading cleanup as a title/company catalogue pair; not treated as a verified developer credit.,Codex repository recovery audit
