assertion:wikipedia:list-of-commodore-64-games-a-m:007-licence-to-kill:title-seed:007-licence-to-kill,wikipedia,game,007: Licence to Kill,title_seed,game,007: Licence to Kill,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(A%E2%80%93M),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:007-licence-to-kill
assertion:wikipedia:list-of-commodore-64-games-a-m:10-knockout:title-seed:10-knockout,wikipedia,game,10 Knockout!,title_seed,game,10 Knockout!,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(A%E2%80%93M),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:10-knockout
assertion:wikipedia:list-of-commodore-64-games-a-m:10-pin-bowling:title-seed:10-pin-bowling,wikipedia,game,10-Pin Bowling,title_seed,game,10-Pin Bowling,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(A%E2%80%93M),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:10-pin-bowling
assertion:wikipedia:list-of-commodore-64-games-a-m:100-000-pyramid:title-seed:100-000-pyramid,wikipedia,game,"$100,000 Pyramid",title_seed,game,"$100,000 Pyramid",Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(A%E2%80%93M),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:100-000-pyramid
assertion:wikipedia:list-of-commodore-64-games-a-m:10000-meters:title-seed:10000-meters,wikipedia,game,10000 Meters,title_seed,game,10000 Meters,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(A%E2%80%93M),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:10000-meters
assertion:wikipedia:list-of-commodore-64-games-a-m:10th-frame:title-seed:10th-frame,wikipedia,game,10th Frame,title_seed,game,10th Frame,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(A%E2%80%93M),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:10th-frame
assertion:wikipedia:list-of-commodore-64-games-a-m:180:title-seed:180,wikipedia,game,180,title_seed,game,180,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(A%E2%80%93M),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:180
assertion:wikipedia:list-of-commodore-64-games-a-m:19-part-one-boot-camp:title-seed:19-part-one-boot-camp,wikipedia,game,19 Part One: Boot Camp,title_seed,game,19 Part One: Boot Camp,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(A%E2%80%93M),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:19-part-one-boot-camp
assertion:wikipedia:list-of-commodore-64-games-a-m:1942:title-seed:1942,wikipedia,game,1942,title_seed,game,1942,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(A%E2%80%93M),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:1942
assertion:wikipedia:list-of-commodore-64-games-a-m:1943-one-year-after:title-seed:1943-one-year-after,wikipedia,game,1943: One Year After,title_seed,game,1943: One Year After,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(A%E2%80%93M),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:1943-one-year-after
assertion:wikipedia:list-of-commodore-64-games-a-m:1943-the-battle-of-midway:title-seed:1943-the-battle-of-midway,wikipedia,game,1943: The Battle of Midway,title_seed,game,1943: The Battle of Midway,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(A%E2%80%93M),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:1943-the-battle-of-midway
assertion:wikipedia:list-of-commodore-64-games-a-m:1985-the-day-after:title-seed:1985-the-day-after,wikipedia,game,1985: The Day After,title_seed,game,1985: The Day After,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(A%E2%80%93M),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:1985-the-day-after
