assertion:wikipedia:list-of-zx-spectrum-games:night-gunner:title-seed:night-gunner,wikipedia,game,Night Gunner,title_seed,game,Night Gunner,ZX Spectrum,1983,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:night-gunner
assertion:wikipedia:list-of-zx-spectrum-games:night-hunter:developer-as-printed:ali-ibrahim-rachid,wikipedia,game,Night Hunter,developer_as_printed,organisation,Ali Ibrahim Rachid,ZX Spectrum,1990,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:night-hunter
assertion:wikipedia:list-of-zx-spectrum-games:night-hunter:publisher-as-printed:ubisoft,wikipedia,game,Night Hunter,publisher_as_printed,organisation,Ubisoft,ZX Spectrum,1990,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:night-hunter
assertion:wikipedia:list-of-zx-spectrum-games:night-hunter:release-date-as-printed:1990,wikipedia,game,Night Hunter,release_date_as_printed,date,1990,ZX Spectrum,1990,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:night-hunter
assertion:wikipedia:list-of-zx-spectrum-games:night-hunter:title-seed:night-hunter,wikipedia,game,Night Hunter,title_seed,game,Night Hunter,ZX Spectrum,1990,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:night-hunter
assertion:wikipedia:list-of-zx-spectrum-games:night-raiders:developer-as-printed:beam-software-david-pridmore-greg-a-holmes-simon-phipps-terry-lloyd,wikipedia,game,Night Raiders,developer_as_printed,organisation,"Beam Software ( David Pridmore , Greg A. Holmes , Simon Phipps , Terry Lloyd)",ZX Spectrum,1988,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:night-raiders
assertion:wikipedia:list-of-zx-spectrum-games:night-raiders:publisher-as-printed:gremlin-graphics,wikipedia,game,Night Raiders,publisher_as_printed,organisation,Gremlin Graphics,ZX Spectrum,1988,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:night-raiders
assertion:wikipedia:list-of-zx-spectrum-games:night-raiders:release-date-as-printed:1988,wikipedia,game,Night Raiders,release_date_as_printed,date,1988,ZX Spectrum,1988,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:night-raiders
assertion:wikipedia:list-of-zx-spectrum-games:night-raiders:title-seed:night-raiders,wikipedia,game,Night Raiders,title_seed,game,Night Raiders,ZX Spectrum,1988,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:night-raiders
assertion:wikipedia:list-of-zx-spectrum-games:night-shift:developer-as-printed:john-mullins-jonathan-p-dean-jon-steele-fred-gill-a-j-redmer-nick-cook-dave-lowe,wikipedia,game,Night Shift,developer_as_printed,organisation,"John Mullins , Jonathan P. Dean , Jon Steele , Fred Gill , A.J. Redmer , Nick Cook, Dave Lowe",ZX Spectrum,1991,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:night-shift
assertion:wikipedia:list-of-zx-spectrum-games:night-shift:licensed-from-as-printed:lucasfilm-games,wikipedia,game,Night Shift,licensed_from_as_printed,organisation,Lucasfilm Games,ZX Spectrum,1991,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:night-shift
assertion:wikipedia:list-of-zx-spectrum-games:night-shift:publisher-as-printed:u-s-gold,wikipedia,game,Night Shift,publisher_as_printed,organisation,U.S. Gold,ZX Spectrum,1991,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:night-shift
assertion:wikipedia:list-of-zx-spectrum-games:night-shift:release-date-as-printed:1991,wikipedia,game,Night Shift,release_date_as_printed,date,1991,ZX Spectrum,1991,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:night-shift
assertion:wikipedia:list-of-zx-spectrum-games:night-shift:title-seed:night-shift,wikipedia,game,Night Shift,title_seed,game,Night Shift,ZX Spectrum,1991,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:night-shift
assertion:wikipedia:list-of-zx-spectrum-games:nightbreed:developer-as-printed:impact-software-chris-kerry-mark-rogers-steve-kerry-barry-leitch,wikipedia,game,Nightbreed,developer_as_printed,organisation,"Impact Software (Chris Kerry, Mark Rogers, Steve Kerry, Barry Leitch)",ZX Spectrum,1990,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:nightbreed
