assertion:wikipedia:list-of-zx-spectrum-games:star-farce:release-date-as-printed:1988,wikipedia,game,Star Farce,release_date_as_printed,date,1988,ZX Spectrum,1988,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:star-farce
assertion:wikipedia:list-of-zx-spectrum-games:star-farce:title-seed:star-farce,wikipedia,game,Star Farce,title_seed,game,Star Farce,ZX Spectrum,1988,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:star-farce
assertion:wikipedia:list-of-zx-spectrum-games:star-paws:developer-as-printed:software-creations-ste-l-cork-peter-gough-tim-follin,wikipedia,game,Star Paws,developer_as_printed,organisation,"Software Creations ( Ste L. Cork , Peter Gough , Tim Follin )",ZX Spectrum,1988,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:star-paws
assertion:wikipedia:list-of-zx-spectrum-games:star-paws:publisher-as-printed:software-projects,wikipedia,game,Star Paws,publisher_as_printed,organisation,Software Projects,ZX Spectrum,1988,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:star-paws
assertion:wikipedia:list-of-zx-spectrum-games:star-paws:release-date-as-printed:1988,wikipedia,game,Star Paws,release_date_as_printed,date,1988,ZX Spectrum,1988,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:star-paws
assertion:wikipedia:list-of-zx-spectrum-games:star-paws:title-seed:star-paws,wikipedia,game,Star Paws,title_seed,game,Star Paws,ZX Spectrum,1988,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:star-paws
assertion:wikipedia:list-of-zx-spectrum-games:star-raiders-ii:developer-as-printed:simon-freeman-gary-stark-bruce-poelman,wikipedia,game,Star Raiders II,developer_as_printed,organisation,"Simon Freeman , Gary Stark , Bruce Poelman",ZX Spectrum,1987,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:star-raiders-ii
assertion:wikipedia:list-of-zx-spectrum-games:star-raiders-ii:licensed-from-as-printed:atari,wikipedia,game,Star Raiders II,licensed_from_as_printed,organisation,Atari,ZX Spectrum,1987,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:star-raiders-ii
assertion:wikipedia:list-of-zx-spectrum-games:star-raiders-ii:publisher-as-printed:electric-dreams-software,wikipedia,game,Star Raiders II,publisher_as_printed,organisation,Electric Dreams Software,ZX Spectrum,1987,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:star-raiders-ii
assertion:wikipedia:list-of-zx-spectrum-games:star-raiders-ii:release-date-as-printed:1987,wikipedia,game,Star Raiders II,release_date_as_printed,date,1987,ZX Spectrum,1987,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:star-raiders-ii
