game:byte-drive-500-3-disk-drive,"Byte Drive 500 3"" disk drive",,ZX Spectrum / Sinclair family,,,,Local repository source record; do not infer development role from publisher/label,Unknown unless sourced,None captured at local credit-row level,Needs reviewed person-credit import / source-page review,SPOT*On / GlobalNet,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,,,Secondary database evidence,Auto-imported,repo-curated-jsonl-export-2026-06-21,Plain index metadata only; no article text or listing copied.,Generated from data/curated/games.jsonl. Source IDs: source-item:globalnet-spot:byte-drive-500-3-disk-drive:itl-tyrell
game:byte-hi-no-limit,Byte.Hi - No Limit,,ZX Spectrum / Sinclair family,,,,Local repository source record; do not infer development role from publisher/label,Unknown unless sourced,None captured at local credit-row level,Needs reviewed person-credit import / source-page review,SPOT*On / GlobalNet,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,,,Secondary database evidence,Auto-imported,repo-curated-jsonl-export-2026-06-21,Plain index metadata only; no article text or listing copied.,Generated from data/curated/games.jsonl. Source IDs: source-item:globalnet-spot:byte-hi-no-limit:hunt-emerson
game:c5-challenge,C5 Challenge,,ZX Spectrum,Apr'85,,,Local repository source record; do not infer development role from publisher/label,Unknown unless sourced,None captured at local credit-row level,Needs reviewed person-credit import / source-page review,SPOT*On / GlobalNet,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,,,Secondary database evidence,Auto-imported,repo-curated-jsonl-export-2026-06-21,Plain index metadata only; no article text or listing copied.,Generated from data/curated/games.jsonl. Source IDs: source-item:globalnet-spot:c5-challenge:jason-moody
game:c5-clive,C5 Clive,,ZX Spectrum / Sinclair family,,,,Local repository source record; do not infer development role from publisher/label,Unknown unless sourced,None captured at local credit-row level,Needs reviewed person-credit import / source-page review,SPOT*On / GlobalNet,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,,,Secondary database evidence,Auto-imported,repo-curated-jsonl-export-2026-06-21,Plain index metadata only; no article text or listing copied.,Generated from data/curated/games.jsonl. Source IDs: source-item:globalnet-spot:c5-clive:scorpio-gamesworld
game:cabal,Cabal,,ZX Spectrum / Sinclair family,,,,Local repository source record; do not infer development role from publisher/label,Unknown unless sourced,None captured at local credit-row level,Needs reviewed person-credit import / source-page review,SPOT*On / GlobalNet,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,,,Secondary database evidence,Auto-imported,repo-curated-jsonl-export-2026-06-21,Plain index metadata only; no article text or listing copied.,Generated from data/curated/games.jsonl. Source IDs: source-item:globalnet-spot:cabal:ocean-software
game:cable-software,Cable Software,,ZX Spectrum / Sinclair family,,,,Local repository source record; do not infer development role from publisher/label,Unknown unless sourced,None captured at local credit-row level,Needs reviewed person-credit import / source-page review,SPOT*On / GlobalNet,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,,,Secondary database evidence,Auto-imported,repo-curated-jsonl-export-2026-06-21,Plain index metadata only; no article text or listing copied.,Generated from data/curated/games.jsonl. Source IDs: source-item:globalnet-spot:cable-software:cable-software
game:cad-computer-aided-designer,CAD - Computer Aided Designer,,ZX Spectrum / Sinclair family,,,,Local repository source record; do not infer development role from publisher/label,Unknown unless sourced,None captured at local credit-row level,Needs reviewed person-credit import / source-page review,SPOT*On / GlobalNet,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,,,Secondary database evidence,Auto-imported,repo-curated-jsonl-export-2026-06-21,Plain index metadata only; no article text or listing copied.,Generated from data/curated/games.jsonl. Source IDs: source-item:globalnet-spot:cad-computer-aided-designer:dream-software
game:caesar-the-cat,Caesar the Cat,,ZX Spectrum / Sinclair family,,,,Local repository source record; do not infer development role from publisher/label,Unknown unless sourced,None captured at local credit-row level,Needs reviewed person-credit import / source-page review,SPOT*On / GlobalNet,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,,,Secondary database evidence,Auto-imported,repo-curated-jsonl-export-2026-06-21,Plain index metadata only; no article text or listing copied.,Generated from data/curated/games.jsonl. Source IDs: source-item:globalnet-spot:caesar-the-cat:mirrorsoft
game:caesars-travels,Caesar's Travels,,ZX Spectrum / Sinclair family,,,,Local repository source record; do not infer development role from publisher/label,Unknown unless sourced,None captured at local credit-row level,Needs reviewed person-credit import / source-page review,SPOT*On / GlobalNet,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,,,Secondary database evidence,Auto-imported,repo-curated-jsonl-export-2026-06-21,Plain index metadata only; no article text or listing copied.,Generated from data/curated/games.jsonl. Source IDs: source-item:globalnet-spot:caesars-travels:mirrorsoft
game:cagara,Cagara,,ZX Spectrum / Sinclair family,,,,Local repository source record; do not infer development role from publisher/label,Unknown unless sourced,None captured at local credit-row level,Needs reviewed person-credit import / source-page review,SPOT*On / GlobalNet,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,,,Secondary database evidence,Auto-imported,repo-curated-jsonl-export-2026-06-21,Plain index metadata only; no article text or listing copied.,Generated from data/curated/games.jsonl. Source IDs: source-item:globalnet-spot:cagara:interceptor-software
