assertion:wikipedia:list-of-zx-spectrum-games:birds-and-the-bees-ii-antics-the:title-seed:birds-and-the-bees-ii-antics-the,wikipedia,game,"Birds and the Bees II: Antics, The",title_seed,game,"Birds and the Bees II: Antics, The",ZX Spectrum,1984,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:birds-and-the-bees-ii-antics-the
assertion:wikipedia:list-of-zx-spectrum-games:birds-and-the-bees-the:developer-as-printed:adrian-sherwin-andrew-peckham,wikipedia,game,"Birds and the Bees, The",developer_as_printed,organisation,"Adrian Sherwin , Andrew Peckham",ZX Spectrum,1983,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:birds-and-the-bees-the
assertion:wikipedia:list-of-zx-spectrum-games:birds-and-the-bees-the:publisher-as-printed:bug-byte,wikipedia,game,"Birds and the Bees, The",publisher_as_printed,organisation,Bug-Byte,ZX Spectrum,1983,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:birds-and-the-bees-the
assertion:wikipedia:list-of-zx-spectrum-games:birds-and-the-bees-the:release-date-as-printed:1983,wikipedia,game,"Birds and the Bees, The",release_date_as_printed,date,1983,ZX Spectrum,1983,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:birds-and-the-bees-the
assertion:wikipedia:list-of-zx-spectrum-games:birds-and-the-bees-the:title-seed:birds-and-the-bees-the,wikipedia,game,"Birds and the Bees, The",title_seed,game,"Birds and the Bees, The",ZX Spectrum,1983,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:birds-and-the-bees-the
assertion:wikipedia:list-of-zx-spectrum-games:bismarck:developer-as-printed:personal-software-services,wikipedia,game,Bismarck,developer_as_printed,organisation,Personal Software Services,ZX Spectrum,1987,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:bismarck
assertion:wikipedia:list-of-zx-spectrum-games:bismarck:publisher-as-printed:mirrorsoft,wikipedia,game,Bismarck,publisher_as_printed,organisation,Mirrorsoft,ZX Spectrum,1987,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:bismarck
assertion:wikipedia:list-of-zx-spectrum-games:bismarck:release-date-as-printed:1987,wikipedia,game,Bismarck,release_date_as_printed,date,1987,ZX Spectrum,1987,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:bismarck
assertion:wikipedia:list-of-zx-spectrum-games:bismarck:title-seed:bismarck,wikipedia,game,Bismarck,title_seed,game,Bismarck,ZX Spectrum,1987,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:bismarck
assertion:wikipedia:list-of-zx-spectrum-games:biz-the:developer-as-printed:chris-sievey,wikipedia,game,"Biz, The",developer_as_printed,organisation,Chris Sievey,ZX Spectrum,1984,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:biz-the
