assertion:wikipedia:list-of-commodore-64-games-n-z:time-tunnel:title-seed:time-tunnel,wikipedia,game,Time Tunnel,title_seed,game,Time Tunnel,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(N%E2%80%93Z),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(N%E2%80%93Z)&oldid=1344901139,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-n-z:time-tunnel
assertion:wikipedia:list-of-commodore-64-games-n-z:times-of-lore:title-seed:times-of-lore,wikipedia,game,Times of Lore,title_seed,game,Times of Lore,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(N%E2%80%93Z),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(N%E2%80%93Z)&oldid=1344901139,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-n-z:times-of-lore
assertion:wikipedia:list-of-commodore-64-games-n-z:timesearch:title-seed:timesearch,wikipedia,game,Timesearch,title_seed,game,Timesearch,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(N%E2%80%93Z),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(N%E2%80%93Z)&oldid=1344901139,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-n-z:timesearch
assertion:wikipedia:list-of-commodore-64-games-n-z:tintin-on-the-moon:title-seed:tintin-on-the-moon,wikipedia,game,Tintin on the Moon,title_seed,game,Tintin on the Moon,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(N%E2%80%93Z),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(N%E2%80%93Z)&oldid=1344901139,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-n-z:tintin-on-the-moon
assertion:wikipedia:list-of-commodore-64-games-n-z:tir-na-nog:title-seed:tir-na-nog,wikipedia,game,Tir Na Nog,title_seed,game,Tir Na Nog,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(N%E2%80%93Z),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(N%E2%80%93Z)&oldid=1344901139,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-n-z:tir-na-nog
assertion:wikipedia:list-of-commodore-64-games-n-z:titan:title-seed:titan,wikipedia,game,Titan,title_seed,game,Titan,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(N%E2%80%93Z),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(N%E2%80%93Z)&oldid=1344901139,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-n-z:titan
assertion:wikipedia:list-of-commodore-64-games-n-z:to-hell-and-back:title-seed:to-hell-and-back,wikipedia,game,To Hell and Back,title_seed,game,To Hell and Back,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(N%E2%80%93Z),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(N%E2%80%93Z)&oldid=1344901139,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-n-z:to-hell-and-back
assertion:wikipedia:list-of-commodore-64-games-n-z:tom-and-jerry:title-seed:tom-and-jerry,wikipedia,game,Tom & Jerry,title_seed,game,Tom & Jerry,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(N%E2%80%93Z),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(N%E2%80%93Z)&oldid=1344901139,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-n-z:tom-and-jerry
assertion:wikipedia:list-of-commodore-64-games-n-z:tomcat:title-seed:tomcat,wikipedia,game,Tomcat,title_seed,game,Tomcat,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(N%E2%80%93Z),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(N%E2%80%93Z)&oldid=1344901139,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-n-z:tomcat
assertion:wikipedia:list-of-commodore-64-games-n-z:tony-la-russa-baseball:title-seed:tony-la-russa-baseball,wikipedia,game,Tony La Russa Baseball,title_seed,game,Tony La Russa Baseball,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(N%E2%80%93Z),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(N%E2%80%93Z)&oldid=1344901139,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-n-z:tony-la-russa-baseball
