assertion:wikipedia:list-of-commodore-64-games-a-m:hook:title-seed:hook,wikipedia,game,Hook,title_seed,game,Hook,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(A%E2%80%93M),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:hook
assertion:wikipedia:list-of-commodore-64-games-a-m:hoppin-mad:title-seed:hoppin-mad,wikipedia,game,Hoppin' Mad,title_seed,game,Hoppin' Mad,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(A%E2%80%93M),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:hoppin-mad
assertion:wikipedia:list-of-commodore-64-games-a-m:horace-goes-skiing:title-seed:horace-goes-skiing,wikipedia,game,Horace Goes Skiing,title_seed,game,Horace Goes Skiing,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(A%E2%80%93M),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:horace-goes-skiing
assertion:wikipedia:list-of-commodore-64-games-a-m:hostages:title-seed:hostages,wikipedia,game,Hostages,title_seed,game,Hostages,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(A%E2%80%93M),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:hostages
assertion:wikipedia:list-of-commodore-64-games-a-m:hot-pop:title-seed:hot-pop,wikipedia,game,Hot Pop,title_seed,game,Hot Pop,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(A%E2%80%93M),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:hot-pop
assertion:wikipedia:list-of-commodore-64-games-a-m:hot-rod:title-seed:hot-rod,wikipedia,game,Hot Rod,title_seed,game,Hot Rod,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(A%E2%80%93M),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:hot-rod
assertion:wikipedia:list-of-commodore-64-games-a-m:hot-wheels:title-seed:hot-wheels,wikipedia,game,Hot Wheels,title_seed,game,Hot Wheels,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(A%E2%80%93M),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:hot-wheels
assertion:wikipedia:list-of-commodore-64-games-a-m:hotshot:title-seed:hotshot,wikipedia,game,HotShot,title_seed,game,HotShot,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(A%E2%80%93M),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:hotshot
assertion:wikipedia:list-of-commodore-64-games-a-m:hounded:title-seed:hounded,wikipedia,game,Hounded,title_seed,game,Hounded,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(A%E2%80%93M),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:hounded
assertion:wikipedia:list-of-commodore-64-games-a-m:house-of-usher:title-seed:house-of-usher,wikipedia,game,House of Usher,title_seed,game,House of Usher,Commodore 64,,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_Commodore_64_games_(A%E2%80%93M),https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:house-of-usher
