assertion:wikipedia:list-of-zx-spectrum-games:twister:release-date-as-printed:1986,wikipedia,game,Twister,release_date_as_printed,date,1986,ZX Spectrum,1986,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:twister
assertion:wikipedia:list-of-zx-spectrum-games:twister:title-seed:twister,wikipedia,game,Twister,title_seed,game,Twister,ZX Spectrum,1986,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:twister
assertion:wikipedia:list-of-zx-spectrum-games:typhoon:developer-as-printed:steve-lamb-alison-jeftha-jonathan-dunn,wikipedia,game,Typhoon,developer_as_printed,organisation,"Steve Lamb , Alison Jeftha , Jonathan Dunn",ZX Spectrum,1988,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:typhoon
assertion:wikipedia:list-of-zx-spectrum-games:typhoon:licensed-from-as-printed:konami,wikipedia,game,Typhoon,licensed_from_as_printed,organisation,Konami,ZX Spectrum,1988,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:typhoon
assertion:wikipedia:list-of-zx-spectrum-games:typhoon:publisher-as-printed:imagine-software,wikipedia,game,Typhoon,publisher_as_printed,organisation,Imagine Software,ZX Spectrum,1988,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:typhoon
assertion:wikipedia:list-of-zx-spectrum-games:typhoon:release-date-as-printed:1988,wikipedia,game,Typhoon,release_date_as_printed,date,1988,ZX Spectrum,1988,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:typhoon
assertion:wikipedia:list-of-zx-spectrum-games:typhoon:title-seed:typhoon,wikipedia,game,Typhoon,title_seed,game,Typhoon,ZX Spectrum,1988,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:typhoon
assertion:wikipedia:list-of-zx-spectrum-games:u-n-squadron:developer-as-printed:doug-anderson,wikipedia,game,U.N. Squadron,developer_as_printed,organisation,Doug Anderson,ZX Spectrum,1990,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:u-n-squadron
assertion:wikipedia:list-of-zx-spectrum-games:u-n-squadron:licensed-from-as-printed:capcom,wikipedia,game,U.N. Squadron,licensed_from_as_printed,organisation,Capcom,ZX Spectrum,1990,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:u-n-squadron
assertion:wikipedia:list-of-zx-spectrum-games:u-n-squadron:publisher-as-printed:u-s-gold,wikipedia,game,U.N. Squadron,publisher_as_printed,organisation,U.S. Gold,ZX Spectrum,1990,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:u-n-squadron
